age,job,marital,education,default,balance,housing,loan,contact,duration
33,technician,married,secondary,no,3470,no,no,cellular,285
49,technician,married,secondary,no,-147,yes,no,cellular,390
35,services,married,secondary,no,0,yes,no,cellular,146
28,boogieman,single,secondary,no,0,yes,no,unknown,386
58,management,married,tertiary,no,172,no,no,cellular,145
31,admin.,single,secondary,no,-407,no,yes,cellular,230
36,management,divorced,tertiary,no,649,no,no,cellular,237
49,boogieman,single,primary,no,1040,no,no,cellular,474
30,unemployed,married,secondary,no,142,yes,no,unknown,350
29,services,single,secondary,no,209,yes,no,cellular,487
50,management,married,unknown,no,3304,no,no,unknown,1009
26,student,single,tertiary,no,294,no,no,cellular,87
27,housemaid,married,secondary,no,4848,yes,yes,telephone,82
32,boogieman,single,secondary,no,1670,yes,no,cellular,183
62,unknown,married,secondary,no,367,no,no,telephone,139
34,boogieman,single,secondary,no,13683,yes,no,unknown,115
25,admin.,single,tertiary,no,1420,no,no,cellular,-999
34,management,single,tertiary,no,340,yes,no,unknown,-999
44,technician,single,secondary,no,1679,no,no,telephone,-999
38,management,married,tertiary,no,1198,yes,no,cellular,-999
57,admin.,married,secondary,no,169,no,no,cellular,-999
36,self-employed,married,tertiary,no,506,no,no,cellular,-999
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,-999
36,management,single,tertiary,no,678,no,yes,unknown,-999
27,management,single,tertiary,no,212,yes,no,cellular,-999
37,technician,divorced,secondary,no,23,no,no,cellular,-999
47,management,single,tertiary,no,4402,no,no,telephone,-999
31,services,divorced,primary,no,459,yes,no,cellular,-999
39,self-employed,married,secondary,no,4722,yes,no,unknown,-999
35,admin.,divorced,tertiary,no,1555,yes,no,unknown,-999
40,boogieman,married,secondary,no,61,yes,no,unknown,-999
38,management,single,tertiary,no,0,yes,no,cellular,-999
31,technician,married,secondary,no,3706,yes,no,cellular,-999
36,boogieman,married,primary,no,1177,no,no,cellular,-999
53,management,married,primary,no,2096,no,no,unknown,-999
59,boogieman,married,primary,no,748,no,no,unknown,184
29,management,single,tertiary,no,3357,no,no,cellular,120
30,admin.,single,secondary,no,3809,yes,no,unknown,159
52,admin.,married,secondary,no,395,yes,no,unknown,391
55,boogieman,married,secondary,no,1011,yes,no,cellular,112
56,boogieman,married,primary,no,420,yes,no,unknown,76
32,admin.,married,secondary,no,76,yes,no,unknown,189
24,boogieman,married,secondary,no,0,no,no,unknown,94
51,boogieman,married,primary,no,844,yes,no,unknown,184
36,management,married,tertiary,no,1318,yes,no,cellular,100
36,technician,married,tertiary,no,167,yes,no,cellular,57
42,management,married,tertiary,no,2187,yes,no,cellular,525
49,admin.,married,secondary,no,14440,yes,no,cellular,60
48,management,married,secondary,no,2294,yes,no,unknown,251
36,management,married,secondary,no,80,yes,no,unknown,251
48,management,married,primary,no,2537,no,no,cellular,219
30,technician,married,tertiary,no,569,no,no,cellular,976
27,management,single,tertiary,yes,0,no,yes,cellular,46
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,185
36,technician,single,secondary,yes,12,no,no,cellular,587
45,technician,married,secondary,no,49,no,no,cellular,65
44,housemaid,married,tertiary,no,460,no,no,unknown,491
42,technician,married,secondary,no,613,yes,no,cellular,432
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,102
48,boogieman,married,secondary,no,1143,yes,no,cellular,264
57,retired,married,primary,no,-464,yes,no,cellular,75
44,services,married,secondary,no,1989,yes,yes,cellular,106
48,technician,married,secondary,no,17,yes,yes,cellular,81
56,retired,married,primary,no,-1,no,no,cellular,89
37,management,married,tertiary,no,1698,yes,no,unknown,95
47,boogieman,married,secondary,no,5306,yes,no,unknown,322
54,housemaid,married,unknown,no,0,no,no,cellular,94
51,retired,divorced,secondary,no,1679,no,no,cellular,417
47,admin.,married,secondary,no,3676,no,no,cellular,567
25,management,married,tertiary,no,-242,yes,yes,cellular,600
39,services,single,secondary,no,471,no,no,unknown,5
40,management,married,tertiary,no,8902,yes,no,cellular,464
38,management,single,tertiary,no,1704,no,no,cellular,222
34,management,married,tertiary,no,3050,yes,no,cellular,469
53,housemaid,married,primary,no,2581,no,no,cellular,99
32,services,married,secondary,no,162,yes,no,unknown,297
35,boogieman,married,secondary,no,243,yes,no,cellular,41
24,student,single,secondary,no,1847,no,no,cellular,390
58,boogieman,married,primary,no,0,yes,no,unknown,535
131,management,married,primary,no,3371,no,no,cellular,269
45,services,single,secondary,no,1757,yes,no,cellular,1010
55,management,married,tertiary,no,171,yes,no,cellular,73
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,650
28,admin.,married,secondary,no,934,yes,no,unknown,53
48,boogieman,married,secondary,no,-19,no,yes,unknown,270
51,management,single,tertiary,yes,-55,yes,no,cellular,119
38,housemaid,married,primary,no,21,no,no,cellular,634
27,boogieman,single,secondary,no,14,no,no,unknown,72
50,technician,single,secondary,no,246,yes,no,cellular,270
44,boogieman,married,primary,no,887,yes,no,cellular,165
40,management,married,tertiary,no,51,no,no,cellular,164
29,services,single,secondary,no,-287,yes,no,cellular,196
34,services,married,secondary,no,0,yes,no,cellular,78
44,self-employed,single,tertiary,no,2734,yes,no,cellular,897
50,entrepreneur,married,tertiary,no,52,no,no,cellular,22
34,management,married,tertiary,no,2594,yes,no,cellular,161
54,retired,divorced,primary,no,22,no,no,unknown,23
34,technician,married,tertiary,no,1611,yes,no,cellular,490
34,admin.,single,tertiary,no,18,yes,yes,cellular,359
52,boogieman,married,primary,no,1331,yes,no,cellular,213
60,unknown,married,unknown,no,7337,no,no,cellular,122
39,management,single,secondary,no,835,yes,no,unknown,587
58,retired,married,primary,no,5092,no,no,unknown,199
41,technician,divorced,secondary,no,52,no,no,cellular,261
48,technician,married,secondary,no,10655,no,no,telephone,5
58,management,married,tertiary,no,1831,no,no,cellular,1531
40,self-employed,married,primary,no,92,yes,no,unknown,92
48,management,married,tertiary,no,586,yes,yes,cellular,179
52,boogieman,divorced,primary,no,1758,yes,no,unknown,41
50,self-employed,married,secondary,no,2061,yes,yes,cellular,197
25,technician,single,secondary,no,959,no,NO,cellular,144
54,retired,married,primary,no,208,no,NO,unknown,255
34,services,married,secondary,no,-315,yes,NO,unknown,56
48,management,married,tertiary,yes,-13,yes,NO,cellular,20
37,admin.,married,tertiary,no,801,no,NO,cellular,331
66,retired,married,tertiary,no,1948,no,NO,cellular,216
32,management,single,tertiary,no,751,yes,NO,unknown,64
45,boogieman,married,secondary,no,784,yes,NO,unknown,34
43,boogieman,single,secondary,no,24,no,no,cellular,68
41,management,married,tertiary,no,72,yes,no,unknown,764
40,technician,divorced,tertiary,no,1871,yes,no,cellular,64
44,services,single,secondary,no,1378,yes,no,unknown,257
43,boogieman,married,primary,no,188,yes,no,cellular,58
30,unknown,single,tertiary,no,6836,no,no,cellular,30
32,services,married,secondary,no,61,yes,no,cellular,529
57,admin.,married,secondary,no,-967,yes,no,telephone,8
31,boogieman,single,tertiary,no,462,yes,yes,Unkn,147
49,unknown,married,secondary,no,0,no,no,cellular,173
31,admin.,single,secondary,no,5527,yes,no,unknown,132
41,admin.,married,tertiary,no,1287,no,no,unknown,286
44,management,married,tertiary,no,17361,no,no,unknown,476
54,entrepreneur,married,unknown,no,1956,no,no,cellular,221
37,boogieman,divorced,secondary,no,0,yes,no,cellular,146
34,management,married,secondary,no,-294,yes,no,Unkn,532
43,technician,married,secondary,no,275,no,no,cellular,69
44,management,married,tertiary,no,724,yes,no,cellular,157
44,services,married,secondary,no,27,no,no,cellular,485
53,admin.,divorced,secondary,no,26,yes,no,cellular,56
36,technician,married,secondary,no,191,no,no,cellular,69
58,technician,divorced,secondary,no,-123,no,no,cellular,131
26,student,single,secondary,no,-147,no,no,unknown,95
34,technician,single,secondary,no,179,no,no,cellular,294
55,boogieman,married,primary,no,1086,yes,no,cellular,146
55,boogieman,married,secondary,no,471,yes,no,unknown,58
34,entrepreneur,married,tertiary,no,105,yes,no,Unkn,249
41,entrepreneur,divorced,secondary,no,1588,yes,yes,Unkn,10
38,housemaid,divorced,secondary,no,70,no,no,cellular,255
28,boogieman,single,secondary,no,2700,no,no,cellular,337
41,technician,married,secondary,no,1602,yes,no,cellular,142
30,admin.,married,tertiary,no,0,yes,no,cellular,209
39,technician,married,unknown,no,839,no,no,unknown,825
41,admin.,married,secondary,no,21515,yes,no,unknown,87
36,technician,married,secondary,no,5902,yes,no,unknown,219
37,management,married,tertiary,no,547,yes,yes,unknown,143
59,self-employed,married,tertiary,no,3800,no,yes,cellular,70
26,technician,single,secondary,no,261,yes,no,unknown,371
43,technician,married,secondary,no,0,yes,yes,cellular,539
42,management,married,secondary,yes,-34,no,no,cellular,176
46,boogieman,married,unknown,no,9328,yes,no,cellular,725
31,admin.,married,secondary,no,5,yes,yes,cellular,101
43,unemployed,married,secondary,no,3529,no,no,cellular,169
48,boogieman,single,tertiary,no,2330,yes,no,unknown,15
41,boogieman,married,secondary,no,1334,yes,no,cellular,234
32,self-employed,married,tertiary,no,3601,no,no,cellular,171
45,technician,married,tertiary,no,265,no,no,cellular,14
52,admin.,single,unknown,no,2227,no,no,cellular,242
37,self-employed,married,secondary,no,487,no,yes,cellular,155
38,boogieman,divorced,secondary,no,0,yes,no,cellular,580
36,services,single,secondary,no,174,yes,no,unknown,223
58,retired,married,secondary,no,14412,no,no,cellular,297
37,management,married,tertiary,no,3288,no,no,cellular,124
30,technician,single,secondary,no,57,no,no,cellular,465
47,technician,married,secondary,no,2246,yes,no,cellular,330
40,technician,married,secondary,no,4441,yes,no,cellular,153
42,management,divorced,tertiary,no,0,no,no,unknown,131
71,unknown,married,tertiary,no,353,no,no,cellular,208
54,boogieman,married,secondary,no,448,yes,yes,cellular,98
53,entrepreneur,married,primary,no,27,yes,no,telephone,230
33,boogieman,divorced,secondary,no,474,no,no,cellular,400
30,technician,single,tertiary,no,1185,yes,no,cellular,284
39,services,divorced,secondary,no,282,yes,no,cellular,243
32,boogieman,married,secondary,no,2,yes,no,cellular,16
34,technician,single,secondary,no,60,no,no,cellular,274
39,self-employed,single,tertiary,no,3972,no,no,cellular,122
75,retired,married,secondary,no,26452,no,no,telephone,219
33,admin.,divorced,secondary,no,818,yes,yes,cellular,301
40,services,married,secondary,no,9374,yes,no,cellular,7
37,technician,married,unknown,no,47,no,no,unknown,374
69,retired,married,primary,no,279,no,no,telephone,26
52,unemployed,married,primary,no,20,yes,no,telephone,172
31,admin.,divorced,secondary,no,360,no,no,cellular,332
28,technician,single,secondary,no,1532,no,no,cellular,253
29,management,single,tertiary,no,1673,no,no,cellular,200
46,services,married,secondary,no,2420,no,no,cellular,405
28,boogieman,married,secondary,no,100,yes,yes,unknown,132
41,admin.,married,secondary,no,0,no,no,unknown,89
42,technician,divorced,secondary,no,1533,no,yes,cellular,86
34,admin.,single,secondary,no,296,no,no,cellular,147
28,boogieman,married,secondary,no,2788,yes,no,unknown,369
43,management,single,secondary,no,109,yes,no,unknown,64
32,technician,married,secondary,no,485,no,no,cellular,98
33,technician,single,tertiary,no,125,no,no,telephone,66
70,retired,married,secondary,no,616,no,no,cellular,149
36,services,married,secondary,no,3064,yes,no,telephone,240
53,technician,married,secondary,no,206,no,no,cellular,87
30,boogieman,single,secondary,no,6900,no,no,cellular,816
45,services,divorced,secondary,no,-179,no,no,unknown,155
31,services,single,secondary,no,481,yes,no,cellular,106
28,admin.,married,secondary,no,12,yes,no,cellular,73
45,boogieman,married,primary,no,0,no,no,unknown,574
51,management,married,tertiary,no,176,yes,yes,unknown,8
53,management,married,primary,no,4086,no,no,unknown,14
40,technician,married,secondary,no,257,yes,no,unknown,731
53,boogieman,married,primary,no,53,yes,no,cellular,208
31,boogieman,divorced,secondary,no,6,yes,no,cellular,821
30,management,married,tertiary,no,562,no,no,cellular,137
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,101
40,boogieman,married,primary,no,2805,yes,no,cellular,173
26,management,single,secondary,no,565,yes,no,Unkn,582
47,boogieman,married,secondary,no,0,yes,no,cellular,676
51,management,married,tertiary,no,1612,no,no,cellular,384
45,unemployed,married,primary,no,180,yes,yes,Unkn,62
35,management,married,tertiary,no,0,yes,no,cellular,295
36,management,single,tertiary,no,876,yes,no,unknown,241
57,admin.,married,secondary,no,2137,no,no,telephone,132
42,boogieman,married,primary,no,260,yes,no,telephone,175
32,boogieman,married,secondary,yes,-53,yes,no,cellular,648
30,management,married,tertiary,no,944,no,no,cellular,251
36,technician,married,secondary,no,2394,no,no,cellular,184
43,technician,married,secondary,no,297,yes,no,cellular,119
69,retired,single,tertiary,no,2144,no,no,cellular,417
31,technician,single,tertiary,no,969,no,no,cellular,95
35,technician,married,secondary,no,0,no,no,cellular,125
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,207
46,technician,married,secondary,no,410,no,yes,cellular,162
30,technician,married,secondary,no,1211,yes,no,cellular,176
33,management,single,tertiary,no,71,no,no,cellular,107
34,management,married,tertiary,no,436,yes,no,cellular,28
48,boogieman,married,primary,no,559,yes,no,unknown,1231
31,management,married,tertiary,no,1170,no,no,cellular,200
46,management,divorced,tertiary,no,25,no,no,unknown,103
40,services,married,secondary,no,1325,no,no,unknown,150
39,entrepreneur,married,secondary,no,0,no,no,cellular,108
33,technician,single,secondary,no,647,yes,yes,cellular,124
50,boogieman,married,primary,no,2142,yes,no,cellular,309
84,retired,divorced,primary,no,639,no,no,telephone,353
40,boogieman,married,primary,no,177,yes,yes,telephone,742
55,management,married,tertiary,no,236,no,no,cellular,200
40,services,divorced,secondary,no,1959,yes,no,unknown,177
46,admin.,married,primary,no,96,no,no,telephone,151
43,self-employed,single,tertiary,no,0,no,no,unknown,147
34,boogieman,married,secondary,no,250,yes,no,unknown,193
35,technician,single,secondary,no,126,no,no,cellular,112
57,retired,married,unknown,no,1621,yes,no,unknown,108
25,student,single,secondary,no,8,no,no,cellular,107
32,self-employed,married,tertiary,no,189,yes,no,unknown,106
52,retired,single,secondary,no,316,no,no,cellular,463
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,131
34,management,married,tertiary,no,-308,yes,no,cellular,140
42,technician,divorced,secondary,no,248,no,no,cellular,163
47,boogieman,divorced,primary,no,126,yes,no,unknown,2456
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,76
30,technician,married,secondary,no,-393,yes,yes,cellular,435
33,services,single,secondary,no,358,yes,no,cellular,302
56,technician,single,tertiary,no,917,no,no,unknown,306
34,admin.,divorced,secondary,no,1268,yes,no,cellular,259
33,technician,married,secondary,no,-163,yes,yes,cellular,502
32,management,single,tertiary,no,473,yes,no,cellular,72
34,management,married,tertiary,no,4831,yes,no,cellular,265
37,technician,married,secondary,no,1063,yes,no,cellular,413
30,management,married,secondary,no,0,yes,no,cellular,756
29,boogieman,married,secondary,no,424,yes,yes,unknown,241
56,unemployed,divorced,primary,no,802,no,no,telephone,258
31,management,married,tertiary,no,430,yes,no,cellular,137
59,unknown,married,unknown,no,3940,no,no,unknown,48
36,housemaid,married,secondary,no,2880,no,no,unknown,283
51,boogieman,divorced,secondary,no,1069,yes,no,unknown,247
54,self-employed,divorced,primary,no,4382,yes,no,telephone,193
37,management,married,tertiary,no,0,no,no,cellular,129
32,technician,married,tertiary,no,3939,no,no,cellular,209
